gene,gene_ID,chrom,strand,gene_start,gene_end,name
Cdk9,NM_130860,chr2,-,32705781,32712784,chr2-1184
6330409D20Rik,NM_027529,chr2,-,32732620,32741016,chr2-1185
Tor2a,NR_045485,chr2,+,32757233,32762244,chr2-1186
Snord14a,NR_028273,chr2,+,32777987,32778009,chr2-1187
Ptrh1,NM_178595,chr2,+,32775820,32777593,chr2-1187
Cfap157,NM_025619,chr2,-,32777412,32784405,chr2-1187
Ttc16,NM_177384,chr2,-,32762176,32775633,chr2-1187
Stxbp1,NM_001113569,chr2,-,32787606,32847237,chr2-1189
Fam129b,NM_146119,chr2,+,32876133,32925253,chr2-1191
Snora65,NR_002898,chr2,+,32963300,32963418,chr2-1194
Rpl12,NM_009076,chr2,+,32961711,32964045,chr2-1194
Lrsam1,NM_199302,chr2,-,32925214,32961255,chr2-1194
Slc2a8,NR_151460,chr2,-,32972980,32982083,chr2-1195
Garnl3,NM_001355201,chr2,-,32986224,33131436,chr2-1201
Angptl2,NM_011923,chr2,+,33215960,33247714,chr2-1204
Ralgps1,NM_001290570,chr2,-,33133418,33371494,chr2-1210
Zbtb34,NM_001085507,chr2,-,33406107,33431324,chr2-1213
Zbtb43,NM_001355610,chr2,-,33450287,33468532,chr2-1214
C130021I20Rik,NR_046275,chr2,+,33641192,33645663,chr2-1221
Lmx1b,NM_010725,chr2,-,33560964,33641098,chr2-1221
Nron,NR_045729,chr2,+,33805815,33813591,chr2-1228
Mvb12b,NM_175184,chr2,-,33729955,33887946,chr2-1231
C230014O12Rik,NR_130173,chr2,-,34018288,34107735,chr2-1240
Pbx3,NM_016768,chr2,-,34171456,34372045,chr2-1250
Mapkap1,NM_001290626,chr2,+,34406850,34624958,chr2-1252
Hspa5,NM_022310,chr2,+,34772089,34776529,chr2-1266
Gapvd1,NR_151469,chr2,-,34676184,34755232,chr2-1266
Rabepk,NM_145522,chr2,-,34778665,34799912,chr2-1267
Fbxw2,NM_001164769,chr2,-,34806252,34826235,chr2-1269
Cutal,NM_001308024,chr2,+,34874395,34892133,chr2-1270
Psmd5,NM_080554,chr2,-,34852088,34870962,chr2-1270
Phf19,NM_028716,chr2,-,34893754,34913976,chr2-1272
Traf1,NM_009421,chr2,-,34941749,34961772,chr2-1274
Hc,NM_010406,chr2,-,34983328,35061412,chr2-1278
Cntrl,NM_012018,chr2,+,35109491,35178822,chr2-1280
AI182371,NM_001243102,chr2,-,35081860,35100685,chr2-1280
Rab14,NM_026697,chr2,-,35180204,35201120,chr2-1284
Gsn,NM_001206369,chr2,+,35266743,35307902,chr2-1286
Stom,NM_013515,chr2,-,35313989,35337009,chr2-1289
4930568D16Rik,NM_029463,chr2,-,35354217,35367729,chr2-1290
4930402F06Rik,NM_001272040,chr2,-,35375561,35397174,chr2-1291
Ggta1,NM_010283,chr2,-,35400178,35461449,chr2-1294
Dab2ip,NM_001114125,chr2,+,35558457,35730994,chr2-1298
Gm13446,NR_045894,chr2,-,35549533,35558702,chr2-1298
9030204H09Rik,NR_040618,chr2,+,35819189,35823385,chr2-1308
Ttll11,NM_029774,chr2,-,35751239,35979820,chr2-1315
Morn5,NM_029309,chr2,+,36049472,36079709,chr2-1317
Ndufa8,NM_026703,chr2,-,36036323,36049338,chr2-1317
Lhx6,NM_008500,chr2,-,36081952,36105408,chr2-1320
Mrrf,NM_026422,chr2,+,36136397,36190283,chr2-1321
Rbm18,NM_001159635,chr2,-,36116078,36136704,chr2-1321
Ptgs1,NM_008969,chr2,+,36230425,36252271,chr2-1325
Mir684-1,NR_030454,chr2,+,36389910,36389995,chr2-1331
Olfr338,NM_146947,chr2,+,36376777,36377698,chr2-1331
Olfr339,NM_146949,chr2,+,36421399,36422329,chr2-1332
Olfr340,NM_146951,chr2,+,36452586,36453525,chr2-1334
Olfr341,NM_146950,chr2,-,36479186,36480128,chr2-1335
Olfr342,NM_146948,chr2,+,36527413,36528352,chr2-1337
Olfr344,NM_146628,chr2,+,36568599,36569529,chr2-1338
Olfr345,NM_146945,chr2,+,36640040,36640976,chr2-1341
Olfr346,NM_146938,chr2,+,36688003,36688933,chr2-1343
Olfr347,NM_146943,chr2,+,36734322,36735261,chr2-1345
Olfr348,NM_146944,chr2,+,36786526,36787468,chr2-1347
Olfr50,NM_146946,chr2,+,36793237,36794176,chr2-1347
Olfr3,NM_206903,chr2,-,36812148,36813090,chr2-1348
Olfr352,NM_146940,chr2,+,36869567,36870515,chr2-1350
Olfr350,NM_146627,chr2,+,36850047,36850986,chr2-1350
Olfr351,NM_146942,chr2,-,36859413,36860346,chr2-1350
Olfr353,NM_146941,chr2,-,36889910,36890846,chr2-1351
Olfr354,NM_146939,chr2,+,36906947,36907901,chr2-1352
Olfr356,NM_146624,chr2,+,36937120,36938068,chr2-1353
Olfr355,NM_146625,chr2,-,36927179,36928112,chr2-1353
Olfr357,NM_146623,chr2,+,36996811,36997738,chr2-1355
Olfr358,NM_207235,chr2,-,37004619,37005612,chr2-1356
Olfr360,NM_146622,chr2,+,37068306,37069260,chr2-1358
Olfr361,NM_146368,chr2,-,37084777,37085746,chr2-1359
Olfr362,NM_147051,chr2,-,37104694,37105648,chr2-1360
Olfr365,NM_146662,chr2,+,37201242,37202181,chr2-1364
Olfr366,NM_001005569,chr2,+,37219490,37220420,chr2-1364
Olfr367-ps,NM_001081010,chr2,+,37266950,37271387,chr2-1366
Olfr368,NM_146374,chr2,+,37331748,37332732,chr2-1369
Pdcl,NM_026176,chr2,-,37350073,37359332,chr2-1370
Snord90,NR_028535,chr2,-,37400060,37400128,chr2-1372
Rc3h2,NM_001290642,chr2,-,37370070,37422903,chr2-1372
Rabgap1,NM_001362957,chr2,+,37443284,37544962,chr2-1373
Zbtb26,NM_199025,chr2,-,37432167,37443172,chr2-1373
Zbtb6,NM_146253,chr2,-,37425499,37430919,chr2-1373
Gpr21,NM_177383,chr2,+,37516625,37519281,chr2-1376
Strbp,NM_009261,chr2,-,37569867,37662342,chr2-1382
Mir5128,NR_039590,chr2,-,37688200,37688284,chr2-1383
Crb2,NM_001163566,chr2,+,37776248,37799103,chr2-1387
Dennd1a,NM_146122,chr2,-,37798989,38287384,chr2-1407
Lhx2,NM_001290646,chr2,+,38339280,38369737,chr2-1409
Nek6,NM_021606,chr2,+,38511696,38587490,chr2-1416
Psmb7,NM_011187,chr2,-,38588045,38643906,chr2-1421
Nr5a1,NM_139051,chr2,-,38692659,38714542,chr2-1424
Mir181a-2,NR_029568,chr2,+,38852734,38852810,chr2-1430
Mir181b-2,NR_029904,chr2,+,38853829,38853915,chr2-1430
Olfml2a,NM_172854,chr2,+,38931979,38960585,chr2-1433
Nr6a1,NM_010264,chr2,-,38723373,38926461,chr2-1433
Wdr38,NM_029687,chr2,+,38998308,39001584,chr2-1435
Arpc5l,NM_028809,chr2,+,39008138,39015872,chr2-1436
Rpl35,NM_025592,chr2,-,39001580,39005131,chr2-1436
Golga1,NM_001290649,chr2,-,39016155,39065541,chr2-1438
Gm16523,NR_033526,chr2,-,39157485,39162235,chr2-1442
Scai,NM_178778,chr2,-,39066214,39190730,chr2-1443
Ppp6c,NM_024209,chr2,-,39196669,39226349,chr2-1445
Mir6336,NR_105754,chr2,-,42447438,42447568,chr2-1573
Lrp1b,NM_053011,chr2,-,40596772,42653598,chr2-1582
Kynu,NM_001289593,chr2,+,43555324,43680216,chr2-1618
Arhgap15,NM_153820,chr2,+,43748823,44387623,chr2-1625
Arhgap15os,NR_040622,chr2,-,44059237,44065324,chr2-1638
Gtdc1,NM_001362986,chr2,-,44564411,44927717,chr2-1673
Mir5129,NR_039591,chr2,-,45023099,45023177,chr2-1676
Zeb2os,NR_110572,chr2,+,45111137,45114084,chr2-1680
Zeb2,NM_001355288,chr2,-,44983511,45117442,chr2-1680
1700019E08Rik,NR_040497,chr2,+,45696604,45698447,chr2-1703
Acvr2a,NM_007396,chr2,+,48814108,48903264,chr2-1828
Mbd5,NM_029924,chr2,+,48949507,49317069,chr2-1833
Orc4,NM_001355296,chr2,-,48902825,48950234,chr2-1834
Epc2,NM_172663,chr2,+,49451485,49551609,chr2-1854
Kif5c,NM_008449,chr2,+,49619285,49774778,chr2-1860
Lypd6b,NM_027990,chr2,+,49787685,49948846,chr2-1867
Lypd6,NM_177139,chr2,+,50066428,50193569,chr2-1878
Gm13483,NR_040361,chr2,+,50296809,50365000,chr2-1887
Mmadhc,NM_001348199,chr2,-,50279880,50296801,chr2-1887
Gm48908,NR_154590,chr2,+,50355024,50410056,chr2-1890
Gm13498,NR_033595,chr2,+,50909683,50911846,chr2-1912
Rnd3,NM_028810,chr2,-,51130438,51149111,chr2-1921
Gm13497,NR_040636,chr2,+,51241830,51295945,chr2-1925
1700057H21Rik,NR_130155,chr2,-,51421049,51437900,chr2-1933
Tas2r134,NM_199158,chr2,+,51627510,51628407,chr2-1941
Gm13490,NR_040639,chr2,-,51656965,51732009,chr2-1945
Rbm43,NM_001355604,chr2,-,51924448,51935163,chr2-1953
Nmi,NM_001141949,chr2,-,51948498,51973208,chr2-1954
Tnfaip6,NM_009398,chr2,+,52038112,52056681,chr2-1957
Rif1,NM_001355415,chr2,+,52072836,52126768,chr2-1958
4930573O16Rik,NR_040620,chr2,+,52291001,52315240,chr2-1967
Neb,NM_010889,chr2,-,52136646,52338798,chr2-1969
Arl5a,NM_182994,chr2,-,52397950,52424874,chr2-1972
Cacnb4,NM_001037099,chr2,-,52428319,52676609,chr2-1983
Stam2,NM_019667,chr2,-,52692205,52742149,chr2-1985
Fmnl2,NM_172409,chr2,+,52857867,53134202,chr2-1990
Arl6ip6,NM_022989,chr2,+,53192083,53219221,chr2-2003
Prpf40a,NM_001371015,chr2,-,53134701,53191254,chr2-2003
Rprm,NM_023396,chr2,-,54084092,54085552,chr2-2039
Galnt13,NM_173030,chr2,+,54436386,55117744,chr2-2053
Kcnj3,NM_008426,chr2,+,55435969,55598145,chr2-2093
Mir195b,NR_105751,chr2,+,56785810,56785907,chr2-2147
Nr4a2,NM_001139509,chr2,-,57107225,57124003,chr2-2160
4930555B11Rik,NR_040633,chr2,+,57181830,57188257,chr2-2163
BB557941,NR_040356,chr2,-,57127476,57181754,chr2-2163
Gpd2,NM_010274,chr2,+,57238381,57370719,chr2-2165
Galnt5,NM_172855,chr2,+,57998154,58039171,chr2-2195
Ermn,NM_029972,chr2,-,58045114,58052864,chr2-2198
Gm13546,NR_045895,chr2,+,58163973,58177063,chr2-2202
Cytip,NM_139200,chr2,-,58129138,58160122,chr2-2202
Gm13544,NR_040365,chr2,+,58276778,58286902,chr2-2207
Acvr1c,NM_001111030,chr2,-,58267452,58357758,chr2-2210
Upp2,NM_001289660,chr2,+,58567333,58792971,chr2-2218
Acvr1,NM_007394,chr2,-,58446437,58566828,chr2-2218
Pkp4,NM_001362990,chr2,+,59160849,59355205,chr2-2241
Ccdc148,NM_001001178,chr2,-,58821697,59160683,chr2-2241
5330411J11Rik,NR_040510,chr2,-,59382492,59386682,chr2-2250
Dapl1,NM_029723,chr2,+,59484652,59505020,chr2-2254
Tanc1,NM_198294,chr2,+,59612041,59846213,chr2-2259
Wdsub1,NM_001159636,chr2,-,59855193,59882606,chr2-2270
Gm13570,NM_001370942,chr2,-,60098135,60098735,chr2-2278
Baz2b,NM_001001182,chr2,-,59899362,60125740,chr2-2280
March7,NM_020575,chr2,+,60209935,60248385,chr2-2283
Cd302,NM_025422,chr2,-,60251992,60284484,chr2-2286
Ly75,NM_013825,chr2,-,60292102,60383273,chr2-2290
Gm13580,NR_046065,chr2,+,60411524,60412574,chr2-2291
Pla2r1,NM_008867,chr2,-,60417542,60553308,chr2-2297
Itgb6,NM_001159564,chr2,-,60598291,60722603,chr2-2303
Rbms1,NM_020296,chr2,-,60751952,60963204,chr2-2313
Gm13582,NR_045335,chr2,-,60964375,60975151,chr2-2314
Tank,NR_149323,chr2,+,61593096,61654169,chr2-2338
Psmd14,NM_021526,chr2,+,61711693,61800376,chr2-2343
Tbr1,NM_009322,chr2,+,61804452,61814113,chr2-2347
Slc4a10,NM_001242382,chr2,+,62046514,62326743,chr2-2356
Dpp4,NM_001159543,chr2,-,62333222,62412231,chr2-2371
Gcg,NM_008100,chr2,-,62474529,62483653,chr2-2374
Fap,NM_007986,chr2,-,62500935,62574021,chr2-2377
Ifih1,NM_001164477,chr2,-,62595792,62646255,chr2-2380
Gca,NM_145523,chr2,+,62664326,62694109,chr2-2381
Kcnh7,NM_133207,chr2,-,62702945,63184287,chr2-2402
Gm8541,NR_152174,chr2,-,63525462,63575288,chr2-2418
Fign,NM_021716,chr2,-,63971507,64098038,chr2-2438
Grb14,NM_016719,chr2,-,64912481,65022766,chr2-2475
Cobll1,NM_027225,chr2,-,65088338,65238791,chr2-2484
Mir6337,NR_105755,chr2,-,65364295,65364400,chr2-2489
Slc38a11,NM_177074,chr2,-,65316632,65364026,chr2-2489
Scn3a,NM_001355167,chr2,-,65457117,65567492,chr2-2497
Scn2a,NM_001346679,chr2,+,65620768,65767447,chr2-2499
Csrnp3,NM_001290666,chr2,+,65845766,66031546,chr2-2508
Galnt3,NM_015736,chr2,-,66082765,66124793,chr2-2519
Ttc21b,NM_001290669,chr2,-,66184326,66256617,chr2-2525
Gm13629,NR_033495,chr2,+,66440879,66547472,chr2-2532
Scn1a,NM_001313997,chr2,-,66270781,66440837,chr2-2532
Scn9a,NM_001290674,chr2,-,66480080,66634962,chr2-2540
Scn7a,NM_009135,chr2,-,66673425,66784910,chr2-2546
Gm1322,NM_001033477,chr2,+,67173833,67186212,chr2-2561
Xirp2,NM_001083919,chr2,+,67446001,67526604,chr2-2572
Mir7224,NR_106083,chr2,+,67675456,67675516,chr2-2582
Mir6335,NR_105752,chr2,+,67781042,67781140,chr2-2586
B3galt1,NM_020283,chr2,+,68104671,68122882,chr2-2599
Stk39,NM_016866,chr2,-,68210446,68471981,chr2-2613
4933409G03Rik,NM_177651,chr2,+,68582412,68616463,chr2-2618
4932414N04Rik,NM_183113,chr2,+,68657883,68748465,chr2-2621
Cers6,NM_001347161,chr2,+,68861440,69114283,chr2-2629
Nostrin,NM_181547,chr2,+,69135799,69189329,chr2-2640
G6pc2,NM_021331,chr2,+,69219948,69227993,chr2-2643
Spc25,NM_001199123,chr2,-,69193894,69206213,chr2-2643
Abcb11,NM_001363492,chr2,-,69238281,69342616,chr2-2648
Dhrs9,NM_175512,chr2,+,69380461,69403086,chr2-2650
Lrp2,NM_001081088,chr2,-,69424334,69586029,chr2-2658
Bbs5,NM_001362706,chr2,+,69647170,69667571,chr2-2660
Klhl41,NM_001081087,chr2,+,69670119,69684239,chr2-2661
Ppig,NM_001081086,chr2,+,69723087,69754059,chr2-2663
Fastkd1,NM_177244,chr2,-,69686823,69712606,chr2-2663
Phospho2,NM_028521,chr2,+,69789736,69797168,chr2-2666
Ccdc173,NM_001077684,chr2,-,69758056,69789486,chr2-2666
Klhl23,NM_177784,chr2,+,69822369,69836651,chr2-2667
Ssb,NM_009278,chr2,+,69861561,69871846,chr2-2669
Ubr3,NM_001303033,chr2,+,69897245,70024010,chr2-2670
Mettl5,NR_110977,chr2,-,69871194,69885615,chr2-2670
Myo3b,NM_177376,chr2,+,70039125,70429195,chr2-2676
Sp5,NM_022435,chr2,+,70474922,70477726,chr2-2693
Erich2,NM_025744,chr2,+,70508818,70540884,chr2-2695
Gad1,NM_001312900,chr2,+,70562128,70585121,chr2-2697
Gad1os,NR_040496,chr2,-,70489939,70563357,chr2-2697
Gorasp2,NR_027343,chr2,+,70661508,70691725,chr2-2701
Tlk1,NR_156420,chr2,-,70712407,70825480,chr2-2708
Dcaf17,NM_001165982,chr2,+,71055743,71083457,chr2-2717
Mettl8,NM_145524,chr2,-,70964561,71055606,chr2-2717
Cybrd1,NM_028593,chr2,+,71118053,71142926,chr2-2719
Dync1i2,NM_001198878,chr2,+,71211945,71263302,chr2-2723
Slc25a12,NM_172436,chr2,-,71274269,71367755,chr2-2729
Hat1,NM_026115,chr2,+,71389259,71441622,chr2-2730
Mir5098,NR_039557,chr2,+,71414475,71893905,chr2-2731
Metap1d,NM_025633,chr2,+,71453337,71525191,chr2-2733
Dlx1,NM_010053,chr2,+,71529444,71533981,chr2-2736
Dlx2,NM_010054,chr2,-,71543407,71546754,chr2-2736
Dlx1as,NR_002854,chr2,-,71530637,71537891,chr2-2736
Platr26,NR_037979,chr2,+,71719416,71730966,chr2-2743
Itga6,NM_001277970,chr2,+,71786938,71858427,chr2-2746
Pdk1,NM_001360002,chr2,+,71874903,71903858,chr2-2749
Rapgef4,NM_019688,chr2,+,71981214,72257474,chr2-2754
Map3k20,NM_178084,chr2,+,72285700,72389839,chr2-2766
Cdca7,NM_025866,chr2,+,72476218,72486890,chr2-2774
8430437L04Rik,NR_040503,chr2,+,72703509,72729468,chr2-2783
6430710C18Rik,NR_102349,chr2,-,72784680,72813717,chr2-2787
Sp3os,NR_045269,chr2,+,72979431,72989249,chr2-2794
Sp3,NM_001018042,chr2,-,72936431,72980446,chr2-2794
Ola1,NM_025942,chr2,-,73092800,73214447,chr2-2803
Sp9,NM_001005343,chr2,+,73271925,73275771,chr2-2805
Scrn3,NM_029022,chr2,+,73312651,73337807,chr2-2807
Cir1,NM_025854,chr2,-,73283871,73312592,chr2-2807
Gpr155,NM_001276444,chr2,-,73341505,73386480,chr2-2810
Wipf1,NM_153138,chr2,-,73429609,73529487,chr2-2816
Chn1os3,NR_040623,chr2,+,73596525,73616012,chr2-2818
Chrna1os,NR_153820,chr2,+,73584859,73589208,chr2-2818
Chrna1,NM_007389,chr2,-,73563280,73580338,chr2-2818
Chn1,NM_001113246,chr2,-,73610659,73775346,chr2-2826
Atf2,NM_001284372,chr2,-,73816508,73892639,chr2-2830
Atp5g3,NM_175015,chr2,-,73908446,73911326,chr2-2831
4930441J16Rik,NR_040501,chr2,-,74298939,74307717,chr2-2847
Lnpk,NM_001110209,chr2,-,74514836,74578948,chr2-2858
Hoxd13,NM_008275,chr2,+,74668224,74671603,chr2-2861
Evx2,NM_007967,chr2,-,74652990,74659557,chr2-2861
Hoxd12,NM_008274,chr2,+,74675012,74677705,chr2-2862
Hoxd11,NM_008273,chr2,+,74682322,74687016,chr2-2862
Hoxd9,NM_013555,chr2,+,74697762,74700208,chr2-2862
Hoxd10,NM_013554,chr2,+,74691890,74695106,chr2-2862
Hoxd3,NM_010468,chr2,+,74711992,74748271,chr2-2863
Hoxd8,NM_001290731,chr2,+,74704614,74707932,chr2-2863
Hoxd4,NM_010469,chr2,+,74721977,74729159,chr2-2863
Hoxd3os1,NR_027899,chr2,-,74710043,74716130,chr2-2863
Gm38462,NR_164327,chr2,-,74703004,74712058,chr2-2863
Mir10b,NR_029566,chr2,+,74726069,74726137,chr2-2864
Hoxd1,NM_010467,chr2,+,74762979,74765142,chr2-2865
Gm14424,NR_110447,chr2,+,74752683,74753742,chr2-2865
Haglr,NR_110445,chr2,-,74748421,74762896,chr2-2865
Mtx2,NM_016804,chr2,+,74825811,74876748,chr2-2868
Rps6-ps4,NR_164193,chr2,-,75190994,75191854,chr2-2882
9430019J16Rik,NR_040635,chr2,-,75436056,75444179,chr2-2892
Gm6793,NR_033513,chr2,+,75659289,75665756,chr2-2901
Hnrnpa3,NM_001359971,chr2,+,75659258,75669407,chr2-2901
Nfe2l2,NM_010902,chr2,-,75675512,75704663,chr2-2903
Agps,NM_172666,chr2,+,75832176,75931350,chr2-2908
Ttc30b,NM_028235,chr2,-,75935849,75938462,chr2-2912
Ttc30a1,NM_030188,chr2,-,75979105,75981967,chr2-2914
Ttc30a2,NM_001081228,chr2,-,75976171,75978179,chr2-2914
Pde11a,NM_001081033,chr2,-,75990721,76338793,chr2-2928
Rbm45,NM_153405,chr2,+,76369983,76383767,chr2-2929
Cyct,NM_009989,chr2,-,76353941,76360453,chr2-2929
Osbpl6,NM_001290734,chr2,+,76406507,76600647,chr2-2931
Prkra,NM_011871,chr2,-,76629897,76648027,chr2-2940
Pjvk,NM_001080711,chr2,+,76650272,76658554,chr2-2941
Fkbp7,NM_001355080,chr2,-,76663033,76673098,chr2-2941
Plekha3,NM_031256,chr2,+,76675314,76697335,chr2-2942
Ttn,NM_028004,chr2,-,76703983,76982547,chr2-2954
Ccdc141,NM_001025576,chr2,-,77009905,77170635,chr2-2961
Sestd1,NM_175465,chr2,-,77180339,77280592,chr2-2966
Gm13944,NR_040368,chr2,+,77462643,77480938,chr2-2973
Zfp385b,NM_178723,chr2,-,77410626,77816816,chr2-2987
Cwc22,NM_001362658,chr2,-,77895652,77946356,chr2-2992
4930440I19Rik,NR_108098,chr2,+,78051176,78194430,chr2-2997
Gm14461,NM_177843,chr2,+,78237546,78302230,chr2-3004
Ube2e3,NM_009454,chr2,+,78869046,78920583,chr2-3029
Itga4,NM_010576,chr2,+,79255425,79333114,chr2-3045
Cerkl,NM_001048176,chr2,-,79332490,79428988,chr2-3052
Neurod1,NM_010894,chr2,-,79452638,79456636,chr2-3053
Itprid2,NM_080558,chr2,+,79635424,79672964,chr2-3060
Ppp1r1c,NM_001290743,chr2,+,79707779,79818546,chr2-3063
Pde1a,NM_001355141,chr2,-,79834452,80129658,chr2-3080
Prdx6b,NM_177256,chr2,+,80292469,80295358,chr2-3086
Dnajc10,NM_024181,chr2,+,80315465,80354055,chr2-3087
Gm13752,NR_040370,chr2,+,80391363,80398216,chr2-3090
Frzb,NM_011356,chr2,-,80411969,80447396,chr2-3092
Nckap1,NM_001355410,chr2,-,80500511,80581182,chr2-3098
Dusp19,NM_024438,chr2,+,80617213,80631661,chr2-3099
Nup35,NM_001190179,chr2,+,80639263,80660071,chr2-3100
Zfp804a,NM_175513,chr2,+,82053657,82259878,chr2-3157
A130030D18Rik,NR_152125,chr2,-,82375359,82392202,chr2-3170
Fsip2,NM_001370266,chr2,+,82943633,83008937,chr2-3192
Zc3h15,NM_026934,chr2,+,83644577,83664616,chr2-3220
Itgav,NM_008402,chr2,+,83724396,83806917,chr2-3223
Fam171b,NM_175514,chr2,+,83812611,83883534,chr2-3227
Zswim2,NM_027964,chr2,-,83915078,83941226,chr2-3232
Calcrl,NM_018782,chr2,-,84330626,84425266,chr2-3252
Tfpi,NM_001355271,chr2,-,84432859,84476775,chr2-3254
Gm13710,NR_046046,chr2,-,84500747,84506873,chr2-3255
Btbd18,NM_001145100,chr2,+,84659078,84668781,chr2-3261
Ctnnd1,NM_001355064,chr2,-,84600780,84658977,chr2-3261
Selenoh,NM_001037279,chr2,-,84669214,84670708,chr2-3261
Med19,NM_025885,chr2,+,84678401,84688215,chr2-3262
Tmx2,NM_025868,chr2,-,84671310,84678828,chr2-3262
Zdhhc5,NM_144887,chr2,-,84687919,84715164,chr2-3263
Ypel4,NM_001005342,chr2,+,84734203,84737877,chr2-3264
Mir130a,NR_029544,chr2,-,84741114,84741178,chr2-3264
Clp1,NR_156129,chr2,-,84723121,84727287,chr2-3264
Ube2l6,NM_019949,chr2,+,84798827,84810003,chr2-3266
Serping1,NM_009776,chr2,-,84765359,84775429,chr2-3266
Smtnl1,NM_024230,chr2,-,84811175,84822652,chr2-3267
Timm10,NM_013899,chr2,+,84827020,84830213,chr2-3268
Slc43a1,NM_024497,chr2,+,84840322,84863586,chr2-3268
Rtn4rl2,NM_199223,chr2,-,84871945,84886692,chr2-3270
Slc43a3,NM_021398,chr2,+,84936645,84958509,chr2-3272
Prg2,NM_008920,chr2,+,84980460,84983632,chr2-3274
Prg3,NM_016914,chr2,+,84988214,84993886,chr2-3274
Ssrp1,NM_182990,chr2,+,85037119,85047114,chr2-3276
P2rx3,NM_145526,chr2,-,84996551,85035834,chr2-3276
Tnks1bp1,NM_001081260,chr2,+,85050459,85073048,chr2-3277
4930443O20Rik,NR_040504,chr2,-,85073613,85086461,chr2-3278
Aplnr,NM_011784,chr2,+,85136359,85139923,chr2-3280
Lrrc55,NM_001033346,chr2,-,85188069,85198750,chr2-3282
Olfr987,NM_001011785,chr2,-,85330966,85331896,chr2-3288
Olfr988,NM_001011534,chr2,-,85352994,85353924,chr2-3289
Olfr992,NM_146865,chr2,-,85399601,85400531,chr2-3291
Olfr993,NM_146435,chr2,-,85413932,85414877,chr2-3291
Olfr994,NM_146433,chr2,-,85429882,85430827,chr2-3292
Olfr995,NM_146434,chr2,-,85438208,85439156,chr2-3292
Fads2b,NM_001081664,chr2,-,85484091,85518935,chr2-3295
Olfr996,NM_146437,chr2,+,85579214,85580282,chr2-3298
Olfr998,NM_146436,chr2,+,85590509,85591521,chr2-3298
Olfr1000,NM_001011695,chr2,-,85607963,85608908,chr2-3299
Olfr1002,NM_146573,chr2,-,85647362,85648319,chr2-3300
Olfr154,NM_013728,chr2,-,85663376,85664455,chr2-3301
Olfr1008,NM_146866,chr2,+,85689430,85690372,chr2-3302
Olfr1006,NM_146570,chr2,-,85674210,85678741,chr2-3302
Olfr1009,NM_146572,chr2,+,85721406,85722351,chr2-3303
Olfr1010,NM_207149,chr2,+,85748351,85754306,chr2-3304
Olfr1013,NM_146762,chr2,+,85769802,85770720,chr2-3305
Olfr1012,NM_146568,chr2,-,85759438,85760374,chr2-3305
Olfr1014,NM_146569,chr2,+,85776585,85777503,chr2-3306
Olfr1015,NM_146571,chr2,+,85785473,85786489,chr2-3306
Olfr1018,NM_146586,chr2,+,85822972,85823908,chr2-3307
Olfr1016,NM_001011758,chr2,-,85799338,85800268,chr2-3307
Olfr1020,NM_146580,chr2,+,85849419,85850498,chr2-3308
Olfr1019,NM_147015,chr2,-,85840856,85841789,chr2-3308
Olfr1022,NM_146589,chr2,+,85868593,85869541,chr2-3309
Olfr1023,NM_146587,chr2,+,85886801,85887737,chr2-3310
Olfr1026,NM_146584,chr2,+,85923269,85924193,chr2-3311
Olfr1024,NM_001005230,chr2,-,85904068,85905052,chr2-3311
Olfr1028,NM_001011774,chr2,+,85951064,85952039,chr2-3313
Olfr1030,NM_146588,chr2,+,85979311,85984798,chr2-3314
Olfr1029,NM_001011852,chr2,+,85975212,85976273,chr2-3314
Olfr1031,NM_001011759,chr2,+,85991818,85992829,chr2-3314
Olfr1032,NM_146579,chr2,+,86007777,86008710,chr2-3315
Olfr1033,NM_146578,chr2,+,86020639,86044808,chr2-3315
Olfr1034,NM_001011872,chr2,+,86046443,86047466,chr2-3316
Olfr1036,NM_207142,chr2,+,86074703,86075718,chr2-3317
Olfr1037,NM_001011532,chr2,-,86084729,86085854,chr2-3318
Olfr1038-ps,NM_147013,chr2,+,86120223,86123037,chr2-3319
Olfr1040,NM_207561,chr2,-,86145790,86146732,chr2-3320
Olfr1039,NM_001011784,chr2,-,86130701,86131661,chr2-3320
Olfr1044,NM_147011,chr2,-,86170870,86171815,chr2-3321
Olfr1043,NM_146577,chr2,-,86162002,86162947,chr2-3321
Olfr1042,NM_001011777,chr2,-,86159344,86160441,chr2-3321
Olfr1045,NM_147017,chr2,-,86197802,86198750,chr2-3322
Olfr52,NM_146583,chr2,-,86181149,86182109,chr2-3322
Olfr1046,NM_146582,chr2,-,86216757,86217708,chr2-3323
Olfr1047,NM_147012,chr2,-,86228009,86228969,chr2-3324
Olfr1048,NM_147014,chr2,-,86235870,86236833,chr2-3324
Olfr1049,NM_147016,chr2,-,86254764,86255691,chr2-3325
Olfr1052,NM_147010,chr2,+,86297817,86298756,chr2-3326
Olfr1051,NM_207562,chr2,-,86275558,86276485,chr2-3326
Olfr1053,NM_001177857,chr2,-,86314342,86315285,chr2-3327
Olfr1055,NM_001310551,chr2,-,86346723,86347764,chr2-3328
Olfr1054,NM_147019,chr2,-,86332415,86333354,chr2-3328
Olfr1056,NM_147018,chr2,-,86355358,86356437,chr2-3329
Olfr1058,NM_146391,chr2,-,86385465,86386416,chr2-3330
Olfr1057,NM_207563,chr2,-,86374462,86375410,chr2-3330
