gene,gene_ID,chrom,strand,gene_start,gene_end,name
Sema3d,NM_028882,chr5,+,12383165,12588943,chr5-376
Sema3a,NM_009152,chr5,+,13399308,13603485,chr5-416
Speer3,NM_027650,chr5,+,13791618,13796819,chr5-432
Sema3e,NM_011348,chr5,+,14025275,14256689,chr5-442
Pclo,NM_001110796,chr5,+,14514917,14796042,chr5-461
Speer8-ps1,NR_001584,chr5,+,14945293,14978541,chr5-478
Speer4cos,NR_001585,chr5,+,15680709,15714596,chr5-493
4930519H02Rik,NR_045974,chr5,-,15863927,15883766,chr5-501
Cacna2d1,NM_001110844,chr5,+,15934690,16374511,chr5-503
Hgf,NM_001289458,chr5,+,16553494,16619439,chr5-528
Sema3c,NM_013657,chr5,+,17574815,17730267,chr5-568
Cd36,NM_001159558,chr5,-,17781689,17888959,chr5-581
Gnat3,NM_001081143,chr5,+,17962569,18019668,chr5-584
Gnai1,NM_010305,chr5,-,18265134,18360413,chr5-600
Magi2,NM_001170746,chr5,+,19227045,20704791,chr5-635
4921504A21Rik,NR_102342,chr5,-,19202367,19226555,chr5-635
Tmem60,NM_177601,chr5,+,20882452,20886870,chr5-701
Phtf2,NM_172992,chr5,-,20758663,20882124,chr5-701
Rsbn1l,NM_001080977,chr5,-,20893023,20951822,chr5-704
Ptpn12,NM_011203,chr5,-,20986644,21055911,chr5-708
Gsap,NM_175437,chr5,+,21186266,21291701,chr5-713
Fam185a,NM_177869,chr5,+,21424902,21482124,chr5-722
Ccdc146,NM_029195,chr5,-,21292960,21424677,chr5-722
Armc10,NM_026034,chr5,+,21646005,21662699,chr5-731
Fbxl13,NM_177076,chr5,-,21483846,21645605,chr5-731
Napepld,NM_001359965,chr5,-,21662900,21701622,chr5-734
Pmpcb,NM_028431,chr5,+,21737159,21757152,chr5-735
Psmc2,NM_011188,chr5,+,21785274,21803787,chr5-737
Dnajc2,NM_009584,chr5,-,21757276,21785165,chr5-737
Slc26a5,NM_030727,chr5,-,21809000,21865604,chr5-740
Reln,NM_011261,chr5,-,21884453,22344705,chr5-759
6030443J06Rik,NR_102315,chr5,+,22550412,22558171,chr5-768
Orc5,NM_011959,chr5,-,22486479,22550338,chr5-768
Lhfpl3,NM_001081231,chr5,+,22746053,23275597,chr5-775
A930003O13Rik,NR_027362,chr5,-,22738910,22746884,chr5-775
Kmt2e,NM_026984,chr5,+,23434463,23504233,chr5-803
Srpk2,NR_152854,chr5,-,23503355,23676460,chr5-813
AI506816,NR_038090,chr5,-,23710016,23712667,chr5-814
Rint1,NM_001310467,chr5,+,23787710,23820369,chr5-817
Pus7,NM_178403,chr5,-,23740164,23783711,chr5-817
Tomm7,NM_025394,chr5,-,23838943,23844145,chr5-819
2700038G22Rik,NR_045042,chr5,+,23850596,23855033,chr5-820
Fam126a,NM_053090,chr5,-,23960935,24030690,chr5-827
Klhl7,NM_001161800,chr5,+,24100589,24161231,chr5-830
Nupl2,NM_153092,chr5,+,24164962,24184008,chr5-832
Nos3,NM_008713,chr5,+,24364818,24384474,chr5-840
Kcnh2,NM_013569,chr5,-,24319588,24351604,chr5-840
Abcb8,NM_029020,chr5,+,24394155,24409947,chr5-841
Atg9b,NM_001002897,chr5,-,24384180,24392143,chr5-841
Asic3,NM_001310474,chr5,+,24413450,24417834,chr5-842
Cdk5,NR_156449,chr5,-,24418227,24423564,chr5-842
Slc4a2,NM_001253892,chr5,+,24427520,24440947,chr5-843
Fastk,NM_023229,chr5,-,24441039,24445235,chr5-843
Agap3,NM_001256431,chr5,+,24452176,24483184,chr5-844
Asb10,NM_001310476,chr5,-,24532696,24540978,chr5-847
Gbx1,NM_015739,chr5,-,24504425,24526848,chr5-847
Chpf2,NM_133913,chr5,+,24586749,24592486,chr5-849
Abcf2,NM_013853,chr5,-,24565340,24577467,chr5-849
Smarcd3,NM_025891,chr5,-,24592621,24602002,chr5-850
Nub1,NM_016736,chr5,+,24685814,24710378,chr5-853
Wdr86,NM_001081441,chr5,-,24712268,24730680,chr5-855
Crygn,NM_153076,chr5,-,24751001,24757848,chr5-856
Rheb,NM_053075,chr5,-,24802822,24842361,chr5-859
Prkag2,NM_145401,chr5,-,24862734,25100642,chr5-870
Galntl5,NM_026449,chr5,+,25181479,25220289,chr5-873
Galnt11,NM_144908,chr5,+,25222871,25265918,chr5-874
Kmt2c,NM_001081383,chr5,-,25271794,25498783,chr5-885
Xrcc2,NM_020570,chr5,-,25689815,25705797,chr5-894
Actr3b,NM_001310504,chr5,+,25759972,25850691,chr5-896
4930584F24Rik,NR_029445,chr5,-,26460069,26493314,chr5-925
Dpp6,NM_010075,chr5,+,26817356,27727500,chr5-938
Paxip1,NM_018878,chr5,-,27740080,27791550,chr5-977
Htr5a,NM_008314,chr5,+,27841946,27855086,chr5-979
Insig1,NM_153526,chr5,+,28071411,28078662,chr5-988
En2,NM_010134,chr5,+,28165695,28172191,chr5-992
Cnpy1,NM_001310512,chr5,-,28200818,28245788,chr5-995
Rbm33,NM_028234,chr5,+,28317188,28419242,chr5-998
9530036O11Rik,NR_015562,chr5,+,28466983,28719209,chr5-1004
Shh,NM_009170,chr5,-,28456839,28467101,chr5-1004
Rnf32,NM_001289757,chr5,+,29195992,29225524,chr5-1033
Lmbr1,NM_020295,chr5,-,29229801,29378390,chr5-1041
Nom1,NR_153385,chr5,+,29434666,29452169,chr5-1043
Mnx1,NM_019944,chr5,-,29473822,29478470,chr5-1045
Ube3c,NM_133907,chr5,+,29569241,29676077,chr5-1048
Dnajb6,NM_001359198,chr5,+,29735897,29786478,chr5-1055
Il6,NM_001314054,chr5,+,30013113,30019975,chr5-1066
Tyms,NR_033402,chr5,-,30058199,30073625,chr5-1068
Gm4961,NR_045694,chr5,+,30092939,30097686,chr5-1069
Garem2,NM_001167879,chr5,+,30105195,30118380,chr5-1070
3110082J24Rik,NM_001256263,chr5,-,30103583,30106086,chr5-1070
Hadhb,NM_001289798,chr5,+,30155252,30184593,chr5-1072
Hadha,NM_178878,chr5,-,30119422,30154980,chr5-1072
Adgrf3,NM_001014394,chr5,-,30193430,30205722,chr5-1074
Selenoi,NM_027652,chr5,+,30232580,30272430,chr5-1075
Drc1,NM_001033460,chr5,+,30281392,30366695,chr5-1077
Fam166c,NM_029285,chr5,+,30466076,30484087,chr5-1083
Otof,NM_001100395,chr5,-,30367065,30461932,chr5-1083
Cib4,NM_028483,chr5,-,30485583,30545836,chr5-1086
Kcnk3,NM_010608,chr5,+,30588169,30625270,chr5-1088
Gm9899,NR_040427,chr5,-,30573986,30588619,chr5-1088
Slc35f6,NM_175675,chr5,+,30647938,30659729,chr5-1090
Cenpa,NM_001302132,chr5,+,30666885,30674837,chr5-1091
Dpysl5,NM_023047,chr5,+,30711563,30799369,chr5-1093
Mapre3,NM_133350,chr5,+,30814640,30866106,chr5-1097
Tmem214,NM_144525,chr5,+,30869578,30877469,chr5-1099
Agbl5,NM_001294262,chr5,+,30889333,30903486,chr5-1100
Khk,NM_008439,chr5,+,30921558,30931248,chr5-1101
Emilin1,NM_133918,chr5,+,30913785,30921273,chr5-1101
Ost4,NM_024460,chr5,-,30906515,30907788,chr5-1101
Cgref1,NM_026770,chr5,-,30933142,30945480,chr5-1102
Abhd1,NM_021304,chr5,+,30950105,30955091,chr5-1103
Tcf23,NM_053085,chr5,+,30968676,30977018,chr5-1103
Preb,NM_001294302,chr5,-,30951666,30960327,chr5-1103
Atraid,NM_212470,chr5,+,31048639,31054633,chr5-1106
Slc5a6,NM_001177622,chr5,-,31036035,31048924,chr5-1106
Cad,NM_001289523,chr5,+,31054779,31078479,chr5-1107
Dnajc5g,NM_177677,chr5,+,31108318,31112524,chr5-1109
Trim54,NM_021447,chr5,+,31116611,31137626,chr5-1109
Slc30a3,NM_001347323,chr5,-,31086105,31108244,chr5-1109
Mpv17,NM_001310528,chr5,-,31140662,31154251,chr5-1111
Snx17,NM_153680,chr5,+,31193303,31198900,chr5-1112
Eif2b4,NM_001127355,chr5,-,31187557,31193139,chr5-1112
Ppm1g,NM_008014,chr5,-,31202667,31220545,chr5-1113
Zfp513,NM_175311,chr5,-,31198980,31202303,chr5-1113
Nrbp1,NM_001347326,chr5,+,31240882,31251566,chr5-1114
Gckr,NM_144909,chr5,+,31297562,31327302,chr5-1116
Ift172,NM_026298,chr5,-,31253278,31291114,chr5-1116
Zfp512,NM_001360001,chr5,+,31452435,31481753,chr5-1123
Gpn1,NM_133756,chr5,+,31494740,31512904,chr5-1124
Slc4a1ap,NM_001347328,chr5,+,31526994,31554038,chr5-1126
Supt7l,NM_028150,chr5,-,31514568,31526762,chr5-1126
Mrpl33,NM_025796,chr5,+,31613950,31622644,chr5-1129
Babam2,NM_181279,chr5,+,31698049,32084739,chr5-1132
Rbks,NM_153196,chr5,-,31624438,31697610,chr5-1132
Fosl2,NM_008037,chr5,+,32136471,32157839,chr5-1150
Plb1,NM_001081407,chr5,+,32239083,32364356,chr5-1154
Ppp1cb,NM_172707,chr5,+,32458969,32493712,chr5-1163
Yes1,NM_001205133,chr5,+,32611170,32687066,chr5-1169
Depdc5,NM_001170567,chr5,+,32863720,32994233,chr5-1179
Prr14l,NM_194340,chr5,-,32789206,32854230,chr5-1179
Ywhah,NM_011738,chr5,+,33018815,33027966,chr5-1185
Slc5a1,NM_019810,chr5,+,33104218,33162699,chr5-1189
Spon2,NM_133903,chr5,-,33213517,33218238,chr5-1193
Ctbp1,NM_001198860,chr5,-,33247722,33275004,chr5-1196
Maea,NM_021500,chr5,+,33335571,33373294,chr5-1198
Uvssa,NM_027674,chr5,+,33378695,33419754,chr5-1200
Nkx1-1,NM_011320,chr5,-,33430733,33434090,chr5-1202
Fam53a,NM_178390,chr5,-,33600352,33629635,chr5-1210
Tacc3,NM_001310541,chr5,+,33658127,33672202,chr5-1211
Tmem129,NM_001356983,chr5,-,33653215,33657977,chr5-1211
Slbp,NM_001289725,chr5,-,33640054,33652574,chr5-1211
Fgfr3,NM_001205270,chr5,+,33721723,33737068,chr5-1213
Letm1,NM_019694,chr5,-,33739672,33782717,chr5-1216
Nsd2,NM_001177884,chr5,+,33843111,33877283,chr5-1218
Nelfa,NM_011914,chr5,-,33897915,33936271,chr5-1222
Gm1673,NM_001033458,chr5,+,33983432,33985009,chr5-1224
Nat8l,NM_001001985,chr5,+,33995983,34005916,chr5-1224
Poln,NM_001289804,chr5,-,34007178,34169526,chr5-1231
Mxd4,NM_010753,chr5,-,34176579,34187710,chr5-1232
Cfap99,NM_001370805,chr5,+,34288664,34328431,chr5-1236
Zfyve28,NM_001015039,chr5,-,34194893,34288324,chr5-1236
Rnf4,NM_011278,chr5,+,34336249,34353445,chr5-1238
Fam193a,NM_001243123,chr5,+,34369932,34486458,chr5-1239
Tnip2,NM_139064,chr5,-,34496095,34513979,chr5-1245
Sh3bp2,NM_001145859,chr5,+,34549575,34563639,chr5-1246
Add1,NM_001331082,chr5,+,34573663,34632308,chr5-1247
Mfsd10,NM_001356979,chr5,-,34633645,34637212,chr5-1250
Grk4,NM_019497,chr5,+,34660378,34755303,chr5-1251
Nop14,NM_029278,chr5,-,34638535,34660148,chr5-1251
Htt,NM_010414,chr5,+,34761739,34912534,chr5-1255
Msantd1,NM_207277,chr5,+,34915914,34923839,chr5-1261
Rgs12,NM_173402,chr5,+,34949447,35033593,chr5-1262
Hgfac,NM_019447,chr5,+,35041508,35048461,chr5-1266
Dok7,NM_001348478,chr5,+,35056765,35087839,chr5-1267
Lrpap1,NM_013587,chr5,-,35091490,35105699,chr5-1269
4930478P22Rik,NR_046060,chr5,+,35361552,35367677,chr5-1279
Hmx1,NM_010445,chr5,+,35388860,35392890,chr5-1280
Cpz,NM_153107,chr5,-,35502217,35525626,chr5-1286
Acox3,NM_030721,chr5,+,35583033,35613801,chr5-1288
Trmt44,NM_030208,chr5,-,35556208,35575070,chr5-1288
Htra3,NM_001042615,chr5,-,35661558,35679780,chr5-1292
Sh3tc1,NM_001359895,chr5,-,35697179,35739987,chr5-1294
Ablim2,NM_001177697,chr5,+,35757879,35884979,chr5-1295
Afap1,NM_027373,chr5,+,35893318,36003922,chr5-1300
Sorcs2,NM_030889,chr5,-,36017180,36398139,chr5-1320
Grpel1,NM_024478,chr5,+,36465184,36474077,chr5-1323
2210406O10Rik,NR_126488,chr5,-,36447610,36464854,chr5-1323
Tada2b,NM_001170454,chr5,-,36473669,36484285,chr5-1324
Tbc1d14,NM_001113362,chr5,-,36490603,36586226,chr5-1328
D5Ertd579e,NM_001081232,chr5,-,36600485,36696021,chr5-1332
Man2b2,NM_008550,chr5,-,36806812,36830649,chr5-1338
Ppp2r2c,NM_001360003,chr5,+,36868509,36955078,chr5-1339
Wfs1,NM_011716,chr5,-,36966103,36988982,chr5-1344
Gm1043,NM_001370827,chr5,+,37153128,37215653,chr5-1351
Crmp1,NM_001136058,chr5,+,37242057,37292163,chr5-1354
Evc2,NM_145920,chr5,+,37338477,37425054,chr5-1358
Evc,NM_021292,chr5,-,37299170,37336881,chr5-1358
Stk32b,NM_022416,chr5,-,37446824,37717153,chr5-1373
Cytl1,NM_001081106,chr5,+,37735518,37739820,chr5-1374
Msx1,NM_010835,chr5,-,37820490,37824585,chr5-1377
Stx18,NM_001289536,chr5,+,38039229,38137769,chr5-1386
Nsg1,NM_001359090,chr5,-,38137192,38159743,chr5-1391
Lyar,NM_025281,chr5,+,38220481,38234306,chr5-1393
Zbtb49,NR_153116,chr5,-,38200043,38220454,chr5-1393
Tmem128,NM_025480,chr5,+,38260184,38269634,chr5-1395
Otop1,NM_172709,chr5,+,38277403,38304217,chr5-1396
4930487D11Rik,NR_046191,chr5,+,38344388,38349197,chr5-1398
Slc2a9,NM_145559,chr5,-,38349272,38502152,chr5-1405
Wdr1,NM_011715,chr5,-,38526805,38561699,chr5-1407
Zfp518b,NM_001177902,chr5,-,38668483,38684826,chr5-1412
Clnk,NM_013748,chr5,-,38706456,38876693,chr5-1420
4930513D17Rik,NR_045416,chr5,-,39461748,39603574,chr5-1449
Hs3st1,NM_010474,chr5,-,39613934,39644631,chr5-1450
Rab28,NM_027295,chr5,-,41624972,41708179,chr5-1533
Nkx3-2,NM_007524,chr5,-,41761482,41764220,chr5-1535
Bod1l,NM_001081422,chr5,-,41787539,41844315,chr5-1538
Gm16223,NR_131130,chr5,+,42067959,42216784,chr5-1547
Cpeb2,NM_001177379,chr5,+,43233252,43289724,chr5-1594
Gm7854,NR_028417,chr5,-,43151685,43235354,chr5-1594
C1qtnf7,NM_001135172,chr5,+,43515568,43616586,chr5-1605
Cc2d2a,NM_001359903,chr5,+,43662378,43740970,chr5-1611
Fbxl5,NM_178729,chr5,-,43757748,43782149,chr5-1616
Bst1,NM_009763,chr5,+,43818892,43843468,chr5-1617
Cd38,NM_007646,chr5,+,43868808,43912374,chr5-1619
Prom1,NM_008935,chr5,-,43993621,44101736,chr5-1629
Tapt1,NM_173764,chr5,-,44175161,44226606,chr5-1634
Ldb2,NM_001359071,chr5,-,44472132,44799746,chr5-1656
4930431F12Rik,NR_073013,chr5,+,44966200,44978805,chr5-1663
D5Ertd615e,NR_131933,chr5,-,45009170,45424400,chr5-1681
Clrn2,NM_001163317,chr5,+,45453750,45464149,chr5-1683
Qdpr,NM_024236,chr5,-,45434031,45450229,chr5-1683
Lap3,NM_024434,chr5,+,45493373,45512691,chr5-1684
Med28,NM_025895,chr5,+,45520228,45529284,chr5-1685
9630001P10Rik,NR_102378,chr5,+,45639274,45645469,chr5-1690
Fam184b,NM_021416,chr5,-,45529704,45639501,chr5-1690
Ncapg,NM_019438,chr5,+,45669924,45700547,chr5-1691
Lcorl,NM_001163073,chr5,-,45730331,45857540,chr5-1699
4930405L22Rik,NR_110478,chr5,-,45926821,45932409,chr5-1702
Slit2,NM_001291228,chr5,+,47983154,48307736,chr5-1784
Kcnip4,NM_001199244,chr5,-,48389502,49285659,chr5-1836
Adgra3,NM_133911,chr5,-,49959950,50058996,chr5-1867
4930448I18Rik,NR_040696,chr5,+,50151332,50156092,chr5-1871
Ppargc1a,NR_132764,chr5,-,51454248,51567725,chr5-1927
9230114K14Rik,NR_015537,chr5,+,52190680,52197984,chr5-1952
Dhx15,NR_104311,chr5,-,52150202,52190546,chr5-1952
C130083M11Rik,NR_040717,chr5,-,52199983,52216433,chr5-1953
Sod3,NM_011435,chr5,+,52363803,52369738,chr5-1959
Ccdc149,NM_001256059,chr5,-,52374650,52471543,chr5-1963
Lgi2,NM_001310604,chr5,-,52533516,52566306,chr5-1967
8030423F21Rik,NR_045738,chr5,-,52607549,52619011,chr5-1969
Sepsecs,NM_001363463,chr5,-,52640088,52669701,chr5-1971
Pi4k2b,NM_025951,chr5,+,52741573,52769344,chr5-1974
Zcchc4,NM_001309445,chr5,+,52775408,52824665,chr5-1976
Anapc4,NM_024213,chr5,+,52834134,52866734,chr5-1978
5033403H07Rik,NR_040413,chr5,-,52973011,52992292,chr5-1984
Slc34a2,NM_011402,chr5,+,53049352,53071663,chr5-1986
Sel1l3,NM_172710,chr5,-,53107082,53213452,chr5-1993
Smim20,NM_001145433,chr5,+,53267105,53278540,chr5-1995
Rbpj,NM_001080928,chr5,+,53555778,53657445,chr5-2007
Cckar,NM_001347354,chr5,-,53698484,53707704,chr5-2013
Tbc1d19,NM_144517,chr5,+,53809626,53904380,chr5-2017
Stim2,NM_001081103,chr5,+,53998522,54121057,chr5-2024
Gm10440,NR_038045,chr5,+,54349991,54358542,chr5-2038
Pcdh7,NM_018764,chr5,+,57718080,57729465,chr5-2173
4932441J04Rik,NR_015588,chr5,-,57570083,57717919,chr5-2173
4930459L07Rik,NR_046190,chr5,-,58443239,58452998,chr5-2203
4933402J10Rik,NR_040683,chr5,-,59963118,59986002,chr5-2264
Arap2,NM_178407,chr5,-,62602445,62766177,chr5-2375
Dthd1,NM_001170705,chr5,+,62811655,62888318,chr5-2377
Nwd2,NM_177006,chr5,+,63649102,63810543,chr5-2410
0610040J01Rik,NM_029554,chr5,+,63812494,63899619,chr5-2417
Rell1,NM_145923,chr5,-,63908897,63968897,chr5-2423
5830416I19Rik,NR_045384,chr5,+,64044972,64050226,chr5-2426
Tbc1d1,NM_019636,chr5,+,64160259,64351486,chr5-2431
1700027F09Rik,NR_040681,chr5,-,64454812,64467942,chr5-2443
C030018K13Rik,NR_045411,chr5,+,64477007,64479746,chr5-2444
Gm3716,NR_045078,chr5,-,64593862,64610699,chr5-2449
Klf3,NM_008453,chr5,+,64803522,64830129,chr5-2457
Tlr1,NM_001276445,chr5,-,64924679,64933558,chr5-2462
Fam114a1,NM_026667,chr5,+,64970074,65041901,chr5-2463
Tlr6,NM_011604,chr5,-,64953105,64960048,chr5-2463
Tmem156,NM_001370814,chr5,-,65062709,65091609,chr5-2468
Klhl5,NM_001347355,chr5,+,65107567,65168142,chr5-2469
Wdr19,NM_001359879,chr5,+,65199695,65259403,chr5-2472
Klb,NM_031180,chr5,+,65348410,65384003,chr5-2478
Rfc1,NM_011258,chr5,-,65261851,65335639,chr5-2478
Lias,NM_001310612,chr5,+,65391496,65410423,chr5-2480
Ugdh,NM_009466,chr5,-,65413221,65435842,chr5-2482
Ube2k,NM_016786,chr5,+,65537244,65598989,chr5-2486
Pds5a,NM_001081321,chr5,-,65605720,65698236,chr5-2492
N4bp2,NM_001024917,chr5,+,65763520,65826784,chr5-2495
Rhoh,NM_001363454,chr5,+,65861219,65896700,chr5-2499
Chrna9,NM_001081104,chr5,+,65967123,65977486,chr5-2503
9130230L23Rik,NR_027961,chr5,-,65987927,66004285,chr5-2505
Rbm47,NM_001127382,chr5,-,66016548,66151954,chr5-2511
1700126H18Rik,NR_040695,chr5,-,66166606,66191335,chr5-2512
Nsun7,NM_001302833,chr5,+,66259897,66298028,chr5-2515
Apbb2,NM_001201415,chr5,-,66298724,66618817,chr5-2529
Uchl1,NM_011670,chr5,+,66676120,66687234,chr5-2532
Uchl1os,NR_102714,chr5,-,66626494,66676497,chr5-2532
Limch1,NM_001001980,chr5,+,66745888,67057159,chr5-2534
Phox2b,NM_008888,chr5,-,67094396,67099126,chr5-2548
Tmem33,NM_028975,chr5,+,67260564,67291461,chr5-2555
Slc30a9,NM_001310629,chr5,+,67306954,67356142,chr5-2557
Bend4,NM_001164806,chr5,-,67392146,67427799,chr5-2562
C330024D21Rik,NR_015582,chr5,+,67463897,67470831,chr5-2563
Shisa3,NM_001033415,chr5,+,67607882,67613987,chr5-2569
Atp8a1,NM_009727,chr5,-,67618138,67847431,chr5-2578
Gm5108,NM_001256184,chr5,+,67941668,67977070,chr5-2582
Grxcr1,NM_001018019,chr5,+,68031834,68166398,chr5-2586
Kctd8,NM_175519,chr5,-,69109284,69341709,chr5-2638
Yipf7,NM_023784,chr5,-,69516669,69542647,chr5-2646
Guf1,NM_001310631,chr5,+,69556923,69574652,chr5-2647
Gnpda2,NM_001359239,chr5,-,69576743,69592304,chr5-2648
Gabrg1,NM_010252,chr5,-,70751046,70842617,chr5-2698
Gabra2,NM_008066,chr5,-,70958391,71095849,chr5-2708
Cox7b2,NM_030052,chr5,-,71442822,71548205,chr5-2726
Gabrb1,NM_001370968,chr5,+,71657920,72149572,chr5-2731
Gabra4,NM_001359047,chr5,-,71569733,71658308,chr5-2731
Commd8,NM_001356611,chr5,-,72156575,72168189,chr5-2751
Atp10d,NM_153389,chr5,+,72203342,72298758,chr5-2753
Corin,NM_001122756,chr5,-,72300024,72504540,chr5-2765
Nfxl1,NM_133921,chr5,-,72513303,72559645,chr5-2767
Zar1,NM_174877,chr5,-,72577113,72581084,chr5-2768
Nipal1,NM_001081205,chr5,+,72647795,72671078,chr5-2770
Cnga1,NM_007723,chr5,-,72603696,72642752,chr5-2770
Txk,NM_001289495,chr5,-,72695977,72752777,chr5-2775
Tec,NM_001113461,chr5,-,72755717,72868448,chr5-2779
Slain2,NM_001113423,chr5,+,72914361,72978841,chr5-2781
Slc10a4,NM_173403,chr5,+,73006903,73012955,chr5-2785
Fryl,NM_028194,chr5,-,73020190,73256618,chr5-2795
Ociad1,NM_023429,chr5,+,73292793,73314077,chr5-2796
1700025M24Rik,NR_040687,chr5,-,73268579,73284184,chr5-2796
Ociad2,NM_026950,chr5,-,73322197,73338947,chr5-2798
Cwh43,NM_181323,chr5,+,73406077,73453425,chr5-2801
Dcun1d4,NM_001190734,chr5,+,73481054,73560794,chr5-2804
Sgcb,NM_011890,chr5,-,73632748,73647737,chr5-2810
Lrrc66,NM_153568,chr5,-,73606641,73632421,chr5-2810
Spata18,NM_178387,chr5,+,73651379,73679484,chr5-2811
Usp46,NM_177561,chr5,-,74000037,74068411,chr5-2827
Rasl11b,NM_026878,chr5,+,74195325,74199477,chr5-2832
Fip1l1,NM_024183,chr5,+,74535481,74597124,chr5-2846
Scfd2,NM_178672,chr5,-,74456259,74531742,chr5-2846
Lnx1,NM_001159577,chr5,-,74597103,74702903,chr5-2853
Gm6116,NR_045866,chr5,+,74949193,74966368,chr5-2862
Chic2,NM_028850,chr5,-,75005003,75044641,chr5-2866
Gsx2,NM_133256,chr5,+,75075600,75077893,chr5-2868
Gm19583,NR_045792,chr5,+,75110320,75147107,chr5-2869
Pdgfra,NR_144636,chr5,+,75152250,75175150,chr5-2871
Kit,NM_001122733,chr5,+,75574986,75656721,chr5-2887
Kdr,NM_010612,chr5,-,75932826,75978455,chr5-2904
Srd5a3,NM_020611,chr5,+,76140272,76155503,chr5-2910
Tmem165,NM_011626,chr5,+,76183879,76209244,chr5-2912
Clock,NM_001289826,chr5,-,76209867,76304792,chr5-2917
Pdcl2,NM_001310637,chr5,-,76312115,76331156,chr5-2918
Nmu,NM_019515,chr5,-,76333494,76363777,chr5-2919
Gm7271,NR_033501,chr5,+,76484076,76516628,chr5-2924
Exoc1,NM_001359373,chr5,+,76529357,76541108,chr5-2926
Cep135,NM_199032,chr5,+,76588698,76646466,chr5-2928
C530008M17Rik,NM_001163793,chr5,+,76840598,76873554,chr5-2938
Aasdh,NM_173765,chr5,-,76875934,76905514,chr5-2941
Paics,NM_001356973,chr5,+,76951301,76967509,chr5-2943
Srp72,NM_025691,chr5,+,76974700,76999935,chr5-2943
Ppat,NM_172146,chr5,-,76913248,76951578,chr5-2943
Arl9,NM_206935,chr5,+,77004054,77009478,chr5-2945
Thegl,NM_027970,chr5,+,77016022,77061522,chr5-2945
1700112J05Rik,NR_077218,chr5,-,77006441,77018863,chr5-2945
Hopx,NM_175606,chr5,-,77086985,77115123,chr5-2949
Spink2,NM_001289768,chr5,-,77205106,77211471,chr5-2953
Rest,NM_011263,chr5,+,77265493,77283697,chr5-2955
Polr2b,NM_153798,chr5,+,77310483,77349328,chr5-2957
Noa1,NM_019836,chr5,-,77294168,77310086,chr5-2957
Igfbp7,NM_008048,chr5,-,77349239,77408045,chr5-2961
1700017L05Rik,NR_131050,chr5,+,77465487,77468857,chr5-2963
Adgrl3,NM_001359830,chr5,+,81020751,81825133,chr5-3105
1700031L13Rik,NR_138557,chr5,-,82122426,82124713,chr5-3149
Tecrl,NM_153801,chr5,-,83278121,83355195,chr5-3199
Epha5,NM_007937,chr5,-,84054764,84417382,chr5-3241
Stap1,NM_001310639,chr5,+,86071745,86104000,chr5-3307
Cenpc1,NM_001345902,chr5,-,86012024,86065583,chr5-3307
Uba6,NM_172712,chr5,-,86110729,86172743,chr5-3311
Gnrhr,NM_010323,chr5,-,86180753,86197901,chr5-3312
Tmprss11c,NM_001030297,chr5,-,86231480,86289308,chr5-3316
Tmprss11d,NM_145561,chr5,-,86302853,86373387,chr5-3319
Tmprss11a,NM_001033233,chr5,-,86410409,86468990,chr5-3323
Tmprss11g,NM_177162,chr5,-,86485876,86518600,chr5-3325
Tmprss11f,NM_178730,chr5,-,86521225,86632424,chr5-3330
Tmprss11b,NM_177024,chr5,-,86659521,86676298,chr5-3332
Tmprss11e,NM_172880,chr5,-,86705185,86745807,chr5-3334
Ythdc1,NM_001359907,chr5,+,86804265,86836659,chr5-3337
Ugt2b34,NM_153598,chr5,-,86889769,86906937,chr5-3341
Ugt2b1,NM_152811,chr5,-,86916638,86926503,chr5-3342
Ugt2b35,NM_172881,chr5,+,87000859,87013274,chr5-3345
Ugt2b36,NM_001029867,chr5,-,87065926,87092555,chr5-3348
Ugt2b5,NM_009467,chr5,-,87124946,87140340,chr5-3350
Ugt2b37,NM_053215,chr5,-,87240491,87254788,chr5-3355
Ugt2a3,NM_028094,chr5,-,87324971,87337195,chr5-3358
Ugt2b38,NM_133894,chr5,-,87409939,87424203,chr5-3361
Ugt2a1,NM_053184,chr5,-,87459489,87490871,chr5-3364
Sult1b1,NM_019878,chr5,-,87513338,87538195,chr5-3366
Sult1d1,NM_016771,chr5,-,87554649,87569006,chr5-3367
Sult1e1,NM_023135,chr5,-,87575967,87591611,chr5-3368
Csn1s1,NM_001286015,chr5,+,87666207,87682577,chr5-3371
Csn1s2a,NM_001304769,chr5,+,87774449,87788798,chr5-3375
Csn1s2b,NM_009973,chr5,+,87808120,87824421,chr5-3377
Prr27,NM_028648,chr5,+,87825696,87846386,chr5-3378
