200kb name,chrom,start,end,pct_gc,gene,density,gene_len,longest gene,shortest gene,mean len,median len,chrom_id,Purkinje_pol_ass,Purkinje_spk_ass,MLI1_pol_ass,MLI1_spk_ass,log2FC_M2P
chr6-g109,chr6,21800000,22000000,0.40157,"Tspan12, Ing3, Cped1",3.0,"81143, 26423, 269697",269697.0,26423.0,125754.33333333331,81143.0,6,0,0,0,0,1.9521389050522648
chr6-g114,chr6,22800000,23000000,0.3896449999999999,Ptprz1,1.0,177415,177415.0,177415.0,177415.0,177415.0,6,0,0,0,0,8.648379907332158
chr6-g115,chr6,23000000,23200000,0.4017,"Ptprz1, Aass",2.0,"177415, 60814",177415.0,60814.0,119114.5,119114.5,6,0,0,0,0,8.648379907332158
chr6-g122,chr6,24400000,24600000,0.4024749999999999,"Iqub, Ndufa5, Asb15, Lmod2",4.0,"70203, 9027, 45021, 7644",70203.0,7644.0,32973.75,27024.0,6,0,0,0,0,2.218657167899105
chr6-g136,chr6,27200000,27400000,0.36721,Grm8,1.0,860026,860026.0,860026.0,860026.0,860026.0,6,0,0,0,0,7.4662800324985374
chr6-g137,chr6,27400000,27600000,0.3766,Grm8,1.0,860026,860026.0,860026.0,860026.0,860026.0,6,0,0,0,0,7.4662800324985374
chr6-g138,chr6,27600000,27800000,0.381315,Grm8,1.0,860026,860026.0,860026.0,860026.0,860026.0,6,0,0,0,0,7.4662800324985374
chr6-g139,chr6,27800000,28000000,0.3881349999999999,"Grm8, Mir592",2.0,"860026, 96",860026.0,96.0,430061.0,430061.0,6,0,0,0,0,7.4662800324985374
chr6-g140,chr6,28000000,28200000,0.411095,Grm8,1.0,860026,860026.0,860026.0,860026.0,860026.0,6,0,0,0,0,7.4662800324985374
chr6-g146,chr6,29200000,29400000,0.45485,"Impdh1, Hilpda, Fam71f2, Fam71f1, Calu, Ccdc136, Opn1sw",7.0,"15928, 2962, 9540, 16883, 28570, 28070, 3843",28570.0,2962.0,15113.714285714286,15928.0,6,0,0,0,0,2.7728514389769474
chr6-g147,chr6,29400000,29600000,0.4753699999999999,"Ccdc136, Flnc, Atp6v1fnb, Atp6v1f, Kcp, Irf5, Tnpo3",7.0,"28070, 28634, 1993, 2727, 25917, 8039, 69023",69023.0,1993.0,23486.14285714286,25917.0,6,0,0,0,0,2.977516543118456
chr6-g148,chr6,29600000,29800000,0.446635,"Tnpo3, Tspan33, Smo, Ahcyl2",4.0,"69023, 24345, 25870, 143868",143868.0,24345.0,65776.5,47446.5,6,0,0,0,0,2.2144912726050485
chr6-g149,chr6,29800000,30000000,0.425675,"Ahcyl2, Strip2, Smkr-ps",3.0,"143868, 42668, 8203",143868.0,8203.0,64913.0,42668.0,6,0,0,0,0,0.894472277644033
chr6-g152,chr6,30400000,30600000,0.437345,"Klhdc10, 1700012C14Rik, Tmem209, Ssmem1, Cpa2, Cpa4",6.0,"53320, 2329, 28551, 7968, 22832, 24049",53320.0,2329.0,23174.83333333333,23440.5,6,0,0,0,0,2.329041318265945
chr6-g153,chr6,30600000,30775000,0.393022857142857,"Cpa5, Cpa1, Cep41, Mest, Mir335, Copg2",6.0,"20736, 6144, 40293, 10414, 98, 149241",149241.0,98.0,37821.0,15575.0,6,0,0,0,0,2.893407793189924
chr6-g160,chr6,32000000,32200000,0.4445749999999999,"1700012A03Rik, Plxna4",2.0,"8775, 443636",443636.0,8775.0,226205.5,226205.5,6,0,0,0,0,3.252766083815533
chr6-g161,chr6,32200000,32400000,0.45092,Plxna4,1.0,443636,443636.0,443636.0,443636.0,443636.0,6,0,0,0,0,3.252766083815533
chr6-g162,chr6,32400000,32600000,0.4550599999999999,"Plxna4, Plxna4os1",2.0,"443636, 4436",443636.0,4436.0,224036.0,224036.0,6,0,0,0,0,3.252766083815533
chr6-g172,chr6,34400000,34600000,0.43027,"Akr1b7, Bpgm, Cald1",3.0,"10776, 28781, 176966",176966.0,10776.0,72174.33333333333,28781.0,6,0,0,0,0,6.032124112829875
chr6-g173,chr6,34600000,34800000,0.425665,"Cald1, Agbl3",2.0,"176966, 5279",176966.0,5279.0,91122.5,91122.5,6,0,0,0,0,6.032124112829875
chr6-g183,chr6,36600000,36800000,0.39053,Ptn,1.0,95251,95251.0,95251.0,95251.0,95251.0,6,0,0,0,1,5.378572590513209
chr6-g184,chr6,36800000,37000000,0.4097349999999999,"Ptn, Dgki",2.0,"95251, 462595",462595.0,95251.0,278923.0,278923.0,6,0,0,0,1,5.378572590513209
chr6-g186,chr6,37200000,37400000,0.44701,"Dgki, Creb3l2",2.0,"462595, 111128",462595.0,111128.0,286861.5,286861.5,6,0,0,0,1,-2.050723987766165
chr6-g187,chr6,37400000,37600000,0.42704,"Creb3l2, Akr1d1",2.0,"111128, 38643",111128.0,38643.0,74885.5,74885.5,6,0,0,0,1,-2.050723987766165
chr6-g190,chr6,38000000,38200000,0.45829,"Svopl, Atp6v0a4, Tmem213, D630045J12Rik",4.0,"63258, 76104, 6454, 130966",130966.0,6454.0,69195.5,69681.0,6,0,0,0,0,4.361877128794078
chr6-g191,chr6,38200000,38400000,0.451075,"D630045J12Rik, Zc3hav1l, Zc3hav1, Ttc26",4.0,"130966, 11866, 49318, 46124",130966.0,11866.0,59568.5,47721.0,6,0,0,0,1,4.361877128794078
chr6-g194,chr6,38800000,39000000,0.448265,"Hipk2, Tbxas1",2.0,"178351, 165594",178351.0,165594.0,171972.5,171972.5,6,0,0,1,0,3.433117768478491
chr6-g195,chr6,39000000,39200000,0.4322899999999999,"Tbxas1, 1700025N23Rik, Parp12, 4930599N23Rik, Kdm7a",5.0,"165594, 3708, 31938, 29840, 70154",165594.0,3708.0,60246.8,31938.0,6,0,1,1,0,2.7111077897301388
chr6-g196,chr6,39200000,39400000,0.4577599999999999,"Kdm7a, Slc37a3, Rab19, Mkrn1",4.0,"70154, 42937, 9027, 22549",70154.0,9027.0,36166.75,32743.0,6,0,0,0,0,2.1976492705006048
chr6-g197,chr6,39400000,39600000,0.464055,"Mkrn1, Gm10244, Dennd2a, Adck2, Ndufb2",5.0,"22549, 917, 95457, 14894, 7279",95457.0,917.0,28219.2,14894.0,6,0,0,0,0,2.5787407029476213
chr6-g202,chr6,40400000,40600000,0.410715,"E330009J07Rik, Wee2, Ssbp1, Tas2r108, Tas2r137, Prss37, Olfr461, Olfr460, Clec5a",9.0,"34761, 23953, 10409, 894, 1002, 4685, 942, 945, 10908",34761.0,894.0,9833.222222222224,4685.0,6,0,0,0,1,2.40612273476098
chr6-g211,chr6,42200000,42400000,0.441255,"Tas2r144, Gstk1, Casp2, Tmem139, Clcn1, Fam131b, Zyx, 2010310C07Rik, Epha1",9.0,"960, 4507, 17524, 2586, 29080, 9336, 8735, 9888, 14782",29080.0,960.0,10822.0,9336.0,6,0,0,0,0,2.908095940710717
chr6-g213,chr6,42600000,42800000,0.40278,"Tcaf2, Tcaf1, Olfr453, Olfr38, Olfr452",5.0,"21999, 42114, 954, 954, 954",42114.0,954.0,13395.0,954.0,6,0,0,0,0,2.223122543095138
chr6-g237,chr6,47400000,47600000,0.4017900000000001,"Cul1, Ezh2",2.0,"71388, 64757",71388.0,64757.0,68072.5,68072.5,6,0,0,0,0,2.022377863993251
chr6-g241,chr6,48200000,48400000,0.43037,"Gm16630, Krba1",2.0,"264503, 24270",264503.0,24270.0,144386.5,144386.5,6,0,0,0,0,2.247806831991277
chr6-g242,chr6,48400000,48600000,0.498545,"Krba1, Sspo, Zfp467, Zfp862-ps, Atp6v0e2, 1700026J14Rik, Lrrc61, Rarres2, Gm5111, Repin1",10.0,"24270, 53088, 9213, 30494, 4232, 893, 15924, 3107, 1140, 5200",53088.0,893.0,14756.1,7206.5,6,0,0,0,0,2.412012599167796
chr6-g245,chr6,49000000,49200000,0.439845,"Gpnmb, Malsu1, Igf2bp3",3.0,"21665, 10923, 129737",129737.0,10923.0,54108.333333333336,21665.0,6,0,0,0,0,2.298256714638557
chr6-g246,chr6,49200000,49400000,0.429695,"Igf2bp3, Tra2a, Ccdc126, Fam221a, Stk31",5.0,"129737, 20132, 22313, 22166, 73899",129737.0,20132.0,53649.4,22313.0,6,0,0,0,0,2.298256714638557
chr6-g250,chr6,50000000,50200000,0.4127849999999999,Mpp6,1.0,88358,88358.0,88358.0,88358.0,88358.0,6,0,0,0,0,6.630705998745395
chr6-g251,chr6,50200000,50400000,0.454055,"Gsdme, Osbpl3",2.0,"54369, 163028",163028.0,54369.0,108698.5,108698.5,6,0,0,0,0,7.020529212738296
chr6-g252,chr6,50400000,50600000,0.4411899999999999,"Osbpl3, Mir6371, 5430402O13Rik, Cycs, 4921507P07Rik",5.0,"163028, 111, 28223, 4007, 23287",163028.0,111.0,43731.2,23287.0,6,0,0,0,0,7.020529212738296
chr6-g257,chr6,51400000,51600000,0.4487649999999999,"Nfe2l3, Cbx3, Hnrnpa2b1, Snx10",4.0,"26104, 13089, 9460, 66768",66768.0,9460.0,28855.25,19596.5,6,0,0,0,0,2.6322016611805195
chr6-g263,chr6,52600000,52800000,0.412635,"Hibadh, Tax1bp1, Jazf1",3.0,"94071, 53051, 300557",300557.0,53051.0,149226.33333333334,94071.0,6,0,1,0,0,5.130496974656191
chr6-g264,chr6,52800000,53000000,0.439655,Jazf1,1.0,300557,300557.0,300557.0,300557.0,300557.0,6,0,0,0,0,5.130496974656191
chr6-g265,chr6,53000000,53200000,0.4264799999999999,Jazf1,1.0,300557,300557.0,300557.0,300557.0,300557.0,6,0,0,0,0,5.130496974656191
chr6-g266,chr6,53200000,53400000,0.4325,"Gm4872, Creb5",2.0,"3812, 413061",413061.0,3812.0,208436.5,208436.5,6,0,0,0,0,3.4478840282044003
chr6-g267,chr6,53400000,53600000,0.43817,Creb5,1.0,413061,413061.0,413061.0,413061.0,413061.0,6,0,0,0,0,3.4478840282044003
chr6-g268,chr6,53600000,53800000,0.435255,Creb5,1.0,413061,413061.0,413061.0,413061.0,413061.0,6,0,0,0,0,3.4478840282044003
chr6-g270,chr6,54000000,54200000,0.44445,"4921529L05Rik, Chn2",2.0,"39340, 261881",261881.0,39340.0,150610.5,150610.5,6,0,0,0,0,2.2864054336575146
chr6-g271,chr6,54200000,54400000,0.451795,"Chn2, 9130019P16Rik, Prr15",3.0,"261881, 160541, 3300",261881.0,3300.0,141907.33333333334,160541.0,6,0,0,0,0,2.2864054336575146
chr6-g275,chr6,55000000,55200000,0.471045,"Gars, Crhr2, Inmt",3.0,"41504, 42968, 4364",42968.0,4364.0,29612.0,41504.0,6,1,0,0,0,3.427669294620207
chr6-g280,chr6,56000000,56200000,0.406195,"Ppp1r17, Pde1c",2.0,"15193, 289647",289647.0,15193.0,152420.0,152420.0,6,0,0,0,0,-3.390443264236308
chr6-g281,chr6,56200000,56400000,0.404865,Pde1c,1.0,289647,289647.0,289647.0,289647.0,289647.0,6,0,0,0,0,-2.3917886510985245
chr6-g287,chr6,57400000,57600000,0.4009,"Vmn1r19, Vmn1r20, Ppm1k, Herc6",4.0,"927, 912, 28986, 84145",84145.0,912.0,28742.5,14956.5,6,0,0,0,0,2.487003470691852
chr6-g288,chr6,57600000,57800000,0.401115,"Herc6, Pyurf, Lancl2, Vopp1",4.0,"84145, 7340, 36995, 72862",84145.0,7340.0,50335.5,54928.5,6,0,0,0,0,2.662759093331673
chr6-g294,chr6,58800000,59000000,0.40907,"Herc3, Nap1l5, Fam13a",3.0,"86697, 1894, 90967",90967.0,1894.0,59852.66666666666,86697.0,6,0,0,0,0,2.2271146494484704
chr6-g295,chr6,59000000,59200000,0.3973649999999999,Fam13a,1.0,90967,90967.0,90967.0,90967.0,90967.0,6,0,0,0,0,2.2271146494484704
chr6-g296,chr6,59200000,59400000,0.392905,"Tigd2, Gprin3",2.0,"3164, 73846",73846.0,3164.0,38505.0,38505.0,6,0,0,0,0,2.6536784424147197
chr6-g303,chr6,60600000,60800000,0.3819,Snca,1.0,98283,98283.0,98283.0,98283.0,98283.0,6,0,0,0,0,2.693299842925486
chr6-g304,chr6,60800000,61000000,0.3840349999999999,"Snca, Mmrn1",2.0,"98283, 45062",98283.0,45062.0,71672.5,71672.5,6,0,0,0,0,2.693299842925486
chr6-g305,chr6,61000000,61200000,0.395895,"Ccser1, A730020E08Rik",2.0,"1202539, 5207",1202539.0,5207.0,603873.0,603873.0,6,0,0,0,1,2.287861201371951
chr6-g306,chr6,61200000,61400000,0.3833999999999999,Ccser1,1.0,1202539,1202539.0,1202539.0,1202539.0,1202539.0,6,0,1,0,0,2.287861201371951
chr6-g307,chr6,61400000,61600000,0.3691,Ccser1,1.0,1202539,1202539.0,1202539.0,1202539.0,1202539.0,6,0,1,0,0,2.287861201371951
chr6-g308,chr6,61600000,61800000,0.3730099999999999,Ccser1,1.0,1202539,1202539.0,1202539.0,1202539.0,1202539.0,6,0,1,0,0,2.287861201371951
chr6-g309,chr6,61800000,62000000,0.3639,Ccser1,1.0,1202539,1202539.0,1202539.0,1202539.0,1202539.0,6,0,0,1,0,2.287861201371951
chr6-g310,chr6,62000000,62200000,0.362455,Ccser1,1.0,1202539,1202539.0,1202539.0,1202539.0,1202539.0,6,0,0,0,0,2.287861201371951
chr6-g311,chr6,62200000,62400000,0.3567999999999999,Ccser1,1.0,1202539,1202539.0,1202539.0,1202539.0,1202539.0,6,0,0,0,0,2.287861201371951
chr6-g334,chr6,66800000,67000000,0.417375,"Vmn1r39, Gng12",2.0,"918, 124965",124965.0,918.0,62941.5,62941.5,6,0,0,0,0,5.408085705566712
chr6-g335,chr6,67000000,67200000,0.43762,"Gng12, E230016M11Rik, Gadd45a",3.0,"124965, 44054, 2312",124965.0,2312.0,57110.333333333336,44054.0,6,0,0,0,0,5.408085705566712
chr6-g336,chr6,67200000,67400000,0.403995,"Serbp1, Il12rb2",2.0,"22324, 84171",84171.0,22324.0,53247.5,53247.5,6,0,0,0,0,2.279306528067825
chr6-g357,chr6,71400000,71600000,0.4147699999999999,"Rmnd5a, Rnf103, Chmp3, Kdm3a",4.0,"52004, 17004, 37227, 43948",52004.0,17004.0,37545.75,40587.5,6,0,1,0,0,1.9482463691912384
chr6-g358,chr6,71600000,71800000,0.434875,"Kdm3a, Reep1",2.0,"43948, 103025",103025.0,43948.0,73486.5,73486.5,6,0,0,0,0,1.9482463691912384
chr6-g360,chr6,72000000,72200000,0.45389,"9130221F21Rik, St3gal5, 4933431G14Rik",3.0,"28633, 56963, 2985",56963.0,2985.0,29527.0,28633.0,6,0,0,0,0,4.741916981815658
chr6-g363,chr6,72600000,72800000,0.475105,"Retsat, Tgoln1, Tgoln2, Gm15401, Tcf7l1",5.0,"8887, 8580, 5792, 8430, 162675",162675.0,5792.0,38872.8,8580.0,6,0,0,0,0,2.777844640487777
chr6-g364,chr6,72800000,73000000,0.4521249999999999,"Kcmf1, Tmsb10",2.0,"58866, 1402",58866.0,1402.0,30134.0,30134.0,6,0,0,0,0,3.287684813343832
chr6-g415,chr6,83000000,83200000,0.503135,"M1ap, Mir7040, Loxl3, Dok1, Aup1, Dqx1, Tlx2, Htra2, Pcgf1, Lbx2, Mrpl53, Mogs, Ccdc142, Wbp1, Ino80b, Rtkn, Dctn1, 1700003E16Rik, Wdr54",19.0,"83388, 63, 18362, 2536, 3162, 9376, 1901, 3305, 2466, 1879, 825, 3397, 7606, 2418, 3355, 15496, 34194, 6572, 3670",83388.0,63.0,10735.315789473683,3355.0,6,0,0,0,0,2.115493955269442
chr6-g416,chr6,83200000,83400000,0.475505,"Dctn1, Slc4a5, Mthfd2, Mob1a, Bola3, Tet3",6.0,"34194, 67571, 11901, 14911, 10990, 94019",94019.0,10990.0,38931.0,24552.5,6,0,0,0,0,3.0927407270892098
chr6-g418,chr6,83600000,83800000,0.48193,"Clec4f, Cd207, Vax2os, Vax2, Atp6v1b1, Ankrd53, 1700124L16Rik, Tex261, Nagk, Gm7443",10.0,"11575, 6651, 19398, 27075, 15839, 5681, 750, 5399, 7557, 919",27075.0,750.0,10084.4,7104.0,6,0,1,0,0,2.3650287279276694
chr6-g419,chr6,83800000,84000000,0.40267,"Nagk, Paip2b, Zfp638",3.0,"7557, 25683, 72519",72519.0,7557.0,35253.0,25683.0,6,0,1,0,0,2.3650287279276694
chr6-g427,chr6,85400000,85600000,0.468555,"Noto, Smyd5, Pradc1, Cct7, Fbxo41, Egr4, Alms1",7.0,"4992, 14454, 5186, 16973, 33419, 2469, 115221",115221.0,2469.0,27530.571428571428,14454.0,6,0,0,0,0,2.4550333638868977
chr6-g428,chr6,85600000,85800000,0.405725,"Alms1, Nat8f7, Nat8f3, Alms1-ps2, Mir6375",5.0,"115221, 1855, 5114, 11941, 95",115221.0,95.0,26845.2,5114.0,6,0,0,0,0,2.4972998110727507
chr6-g430,chr6,86000000,86200000,0.47124,"Figla, 4930553P18Rik, Add2, Tgfa",4.0,"3806, 5001, 80787, 80517",80787.0,3806.0,42527.75,42759.0,6,0,0,0,0,6.345018632696866
chr6-g431,chr6,86200000,86400000,0.468695,"Tgfa, Fam136a, Snrpg, Pcyox1",4.0,"80517, 4588, 7363, 11145",80517.0,4588.0,25903.25,9254.0,6,0,0,0,0,2.7271772678986883
chr6-g433,chr6,86600000,86800000,0.46699,"Asprv1, Mxd1, Snrnp27, Gmcl1, Anxa4",5.0,"1531, 22115, 9323, 41611, 56745",56745.0,1531.0,26265.0,22115.0,6,0,0,0,0,2.5583967207584823
chr6-g439,chr6,87800000,88000000,0.46207,"Rab43, Isy1, Cnbp, Copg1, Hmces, Gm5577, H1f10, Rab7",8.0,"23312, 20312, 8492, 25655, 22638, 2498, 1062, 46165",46165.0,1062.0,18766.75,21475.0,6,0,0,0,0,2.6953707338000963
chr6-g440,chr6,88000000,88200000,0.4725499999999999,"Rab7, Rpn1, Mir6376, Gata2",4.0,"46165, 20832, 131, 8369",46165.0,131.0,18874.25,14600.5,6,0,0,0,0,2.1312332619403924
chr6-g444,chr6,88800000,89000000,0.5057550000000001,"Mgll, Gm15612, Abtb1, Podxl2, Mcm2, Tpra1",6.0,"103657, 4421, 6022, 32487, 15307, 9990",103657.0,4421.0,28647.33333333333,12648.5,6,0,0,0,0,1.9316391746312929
chr6-g446,chr6,89200000,89400000,0.4961849999999999,"Gm839, 4930512J16Rik, Plxna1, Chchd6",4.0,"3983, 16215, 46300, 212507",212507.0,3983.0,69751.25,31257.5,6,0,0,0,0,7.044328641892963
chr6-g453,chr6,90600000,90800000,0.5007199999999999,"Slc41a3, Iqsec1",2.0,"27167, 150526",150526.0,27167.0,88846.5,88846.5,6,0,0,0,0,6.14897894456833
chr6-g454,chr6,90800000,91000000,0.463335,Iqsec1,1.0,150526,150526.0,150526.0,150526.0,150526.0,6,0,0,0,0,6.14897894456833
chr6-g463,chr6,92600000,92800000,0.42862,"Prickle2, Adamts9",2.0,"335293, 170835",335293.0,170835.0,253064.0,253064.0,6,0,0,0,0,2.967769869856935
chr6-g464,chr6,92800000,93000000,0.42438,"Adamts9, 9530026P05Rik",2.0,"170835, 171168",171168.0,170835.0,171001.5,171001.5,6,0,0,0,0,2.967769869856935
chr6-g468,chr6,93600000,93800000,0.423995,Magi1,1.0,602440,602440.0,602440.0,602440.0,602440.0,6,0,0,0,0,5.411212244166703
chr6-g469,chr6,93800000,94000000,0.42262,Magi1,1.0,602440,602440.0,602440.0,602440.0,602440.0,6,0,0,0,0,5.411212244166703
chr6-g470,chr6,94000000,94200000,0.4280949999999999,"Magi1, 4930511A08Rik",2.0,"602440, 104520",602440.0,104520.0,353480.0,353480.0,6,0,0,0,0,5.411212244166703
chr6-g471,chr6,94200000,94400000,0.4355,"Magi1, 4930511A08Rik",2.0,"602440, 104520",602440.0,104520.0,353480.0,353480.0,6,0,0,0,0,5.411212244166703
chr6-g473,chr6,94600000,94800000,0.45886,"Slc25a26, Mir7041, Lrig1",3.0,"104339, 52, 95617",104339.0,52.0,66669.33333333333,95617.0,6,0,0,0,0,4.169095111024601
chr6-g486,chr6,97200000,97400000,0.43716,"Uba3, Arl6ip5, Lmod3, Frmd4b",4.0,"22016, 22524, 14226, 330791",330791.0,14226.0,97389.25,22270.0,6,0,0,0,0,3.22433564006101
chr6-g487,chr6,97400000,97600000,0.44914,Frmd4b,1.0,330791,330791.0,330791.0,330791.0,330791.0,6,0,0,0,0,3.22433564006101
chr6-g488,chr6,97600000,97800000,0.425085,Frmd4b,1.0,330791,330791.0,330791.0,330791.0,330791.0,6,0,0,0,0,3.22433564006101
chr6-g494,chr6,98800000,99000000,0.4301699999999999,Foxp1,1.0,595652,595652.0,595652.0,595652.0,595652.0,6,0,0,0,0,3.1181987246361658
chr6-g495,chr6,99000000,99200000,0.441215,"Foxp1, Mir12201",2.0,"595652, 58",595652.0,58.0,297855.0,297855.0,6,0,0,0,0,3.1181987246361658
chr6-g496,chr6,99200000,99400000,0.44335,Foxp1,1.0,595652,595652.0,595652.0,595652.0,595652.0,6,0,0,0,0,3.1181987246361658
chr6-g497,chr6,99400000,99600000,0.45002,Foxp1,1.0,595652,595652.0,595652.0,595652.0,595652.0,6,0,0,0,0,3.1181987246361658
chr6-g502,chr6,100400000,100600000,0.48287,"1700049E22Rik, Shq1",2.0,"6027, 99347",99347.0,6027.0,52687.0,52687.0,6,0,0,0,0,2.445459865131581
chr6-g503,chr6,100600000,100800000,0.442925,"Shq1, Gxylt2",2.0,"99347, 100348",100348.0,99347.0,99847.5,99847.5,6,0,0,0,0,2.445459865131581
chr6-g505,chr6,101000000,101200000,0.43873,Pdzrn3,1.0,228291,228291.0,228291.0,228291.0,228291.0,6,0,0,0,0,-4.814260610281202
chr6-g506,chr6,101200000,101400000,0.44521,Pdzrn3,1.0,228291,228291.0,228291.0,228291.0,228291.0,6,0,0,0,0,-4.814260610281202
chr6-g517,chr6,103400000,103600000,0.3844399999999999,Chl1,1.0,222160,222160.0,222160.0,222160.0,222160.0,6,0,0,0,0,3.832981813927316
chr6-g518,chr6,103600000,103800000,0.3784249999999999,Chl1,1.0,222160,222160.0,222160.0,222160.0,222160.0,6,0,0,0,0,3.832981813927316
chr6-g528,chr6,105600000,105800000,0.37777,"Gm15631, Cntn4",2.0,"5244, 1021561",1021561.0,5244.0,513402.5,513402.5,6,0,0,0,0,4.207843182032981
chr6-g529,chr6,105800000,106000000,0.3666,Cntn4,1.0,1021561,1021561.0,1021561.0,1021561.0,1021561.0,6,0,0,0,0,4.207843182032981
chr6-g530,chr6,106000000,106200000,0.3709599999999999,Cntn4,1.0,1021561,1021561.0,1021561.0,1021561.0,1021561.0,6,0,0,0,0,4.207843182032981
chr6-g531,chr6,106200000,106400000,0.378335,Cntn4,1.0,1021561,1021561.0,1021561.0,1021561.0,1021561.0,6,0,0,0,0,4.207843182032981
chr6-g532,chr6,106400000,106600000,0.3878049999999999,Cntn4,1.0,1021561,1021561.0,1021561.0,1021561.0,1021561.0,6,0,0,0,0,4.207843182032981
chr6-g533,chr6,106600000,106800000,0.39748,"Cntn4, Il5ra, Trnt1, Crbn",4.0,"1021561, 38659, 13337, 21843",1021561.0,13337.0,273850.0,30251.0,6,0,0,0,0,4.170728099923388
chr6-g534,chr6,106800000,107000000,0.3959849999999999,Crbn,1.0,21843,21843.0,21843.0,21843.0,21843.0,6,0,0,0,0,2.3356623199642037
chr6-g537,chr6,107400000,107600000,0.3969,Lrrn1,1.0,40503,40503.0,40503.0,40503.0,40503.0,6,0,0,0,0,2.2487616866844244
chr6-g541,chr6,108200000,108400000,0.4356599999999999,Itpr1,1.0,338021,338021.0,338021.0,338021.0,338021.0,6,0,0,0,0,-4.59750111337902
chr6-g542,chr6,108400000,108600000,0.446065,"Itpr1, Mir7661, 0610040F04Rik",3.0,"338021, 61, 83899",338021.0,61.0,140660.33333333334,83899.0,6,0,0,0,0,-4.59750111337902
chr6-g543,chr6,108600000,108800000,0.4472049999999999,"0610040F04Rik, Bhlhe40, Arl8b",3.0,"83899, 6297, 40665",83899.0,6297.0,43620.333333333336,40665.0,6,0,0,0,0,6.218866883728301
chr6-g553,chr6,110600000,110800000,0.376745,Grm7,1.0,921719,921719.0,921719.0,921719.0,921719.0,6,0,0,0,0,-2.913043572779873
chr6-g554,chr6,110800000,111000000,0.37334,Grm7,1.0,921719,921719.0,921719.0,921719.0,921719.0,6,0,0,0,0,-2.913043572779873
chr6-g555,chr6,111000000,111200000,0.376325,Grm7,1.0,921719,921719.0,921719.0,921719.0,921719.0,6,0,0,0,0,-2.913043572779873
chr6-g556,chr6,111200000,111400000,0.392225,Grm7,1.0,921719,921719.0,921719.0,921719.0,921719.0,6,0,0,0,0,-2.913043572779873
chr6-g557,chr6,111400000,111600000,0.395645,Grm7,1.0,921719,921719.0,921719.0,921719.0,921719.0,6,0,0,0,0,-2.913043572779873
chr6-g563,chr6,112600000,112800000,0.440085,"Rad18, Srgap3",2.0,"76820, 229295",229295.0,76820.0,153057.5,153057.5,6,0,0,0,0,2.054950036155596
chr6-g564,chr6,112800000,113000000,0.46459,Srgap3,1.0,229295,229295.0,229295.0,229295.0,229295.0,6,0,0,0,0,2.054950036155596
chr6-g566,chr6,113200000,113400000,0.4746149999999999,"Mtmr14, Cpne9, Brpf1, Ogg1, Camk1, Tada3, Arpc4, Ttll3",8.0,"43550, 23265, 17726, 7211, 9799, 11206, 12335, 10189",43550.0,7211.0,16910.125,11770.5,6,0,0,0,0,2.388465528364638
chr6-g571,chr6,114200000,114400000,0.4906799999999999,"Slc6a11, Slc6a1, Hrh1",3.0,"118646, 34891, 85213",118646.0,34891.0,79583.33333333333,85213.0,6,0,0,0,0,5.593319984128426
chr6-g575,chr6,115000000,115200000,0.43294,"Tamm41, Syn2, Gm17733",3.0,"33494, 141662, 7236",141662.0,7236.0,60797.333333333336,33494.0,6,0,0,0,0,4.546974522247421
chr6-g576,chr6,115200000,115400000,0.42501,"Syn2, Timp4, Pparg",3.0,"141662, 7760, 129451",141662.0,7760.0,92957.66666666669,129451.0,6,0,0,0,0,4.251927379466775
chr6-g577,chr6,115400000,115600000,0.44166,"Pparg, Tsen2, Mkrn2os",3.0,"129451, 33660, 9030",129451.0,9030.0,57380.333333333336,33660.0,6,0,0,0,0,3.2272231121968105
chr6-g579,chr6,115800000,116000000,0.50033,"Cand2, Snora7a, Rpl32, Efcab12, Mbd4, Ift122, H1f8, Rho, Plxnd1",9.0,"30999, 129, 3230, 27684, 12645, 73172, 5312, 8131, 40195",73172.0,129.0,22388.555555555555,12645.0,6,0,0,0,0,2.045014627488169
chr6-g581,chr6,116200000,116400000,0.4185,"9530062K07Rik, Washc2, Zfand4, March8",4.0,"8584, 54639, 66086, 71520",71520.0,8584.0,50207.25,60362.5,6,0,0,0,0,-3.535552434772102
chr6-g585,chr6,117000000,117200000,0.44497,Cxcl12,1.0,6535,6535.0,6535.0,6535.0,6535.0,6,0,0,0,0,4.33845673808371
chr6-g589,chr6,117800000,118000000,0.459095,"Zfp637, Zfp239, Hnrnpf, Fxyd4",4.0,"4777, 10743, 18841, 3777",18841.0,3777.0,9534.5,7760.0,6,0,0,0,0,2.2509160479748545
chr6-g590,chr6,118000000,118200000,0.465885,"Rasgef1a, Mir7044, Csgalnact2, Ret",4.0,"80042, 72, 31689, 45997",80042.0,72.0,39450.0,38843.0,6,0,0,0,0,-2.288954595694937
chr6-g592,chr6,118400000,118600000,0.423445,"Bms1, Zfp248, Zfp9, Ankrd26, Cacna1c",5.0,"36037, 28188, 17324, 60972, 609170",609170.0,17324.0,150338.2,36037.0,6,0,0,0,0,4.1477089421570845
chr6-g593,chr6,118600000,118800000,0.465945,Cacna1c,1.0,609170,609170.0,609170.0,609170.0,609170.0,6,0,0,0,0,4.1477089421570845
chr6-g594,chr6,118800000,119000000,0.470145,"Cacna1c, 4931430N09Rik",2.0,"609170, 5386",609170.0,5386.0,307278.0,307278.0,6,0,0,0,0,4.1477089421570845
